open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1688169600000,30460.20,30485.70,30446.30,30482.50,799.801,1688169899999,24368360.77160,8511,384.682,11721023.08710,0
1688169900000,30482.40,30501.30,30467.70,30498.00,468.449,1688170199999,14281808.88090,6918,232.469,7087752.17330,0
1688170200000,30498.00,30507.40,30405.60,30438.60,1491.201,1688170499999,45398214.68960,12631,566.777,17255992.30380,0
1688170500000,30438.70,30478.90,30436.50,30471.30,788.212,1688170799999,24008454.65580,9811,428.077,13037700.23930,0
1688170800000,30471.30,30488.00,30452.80,30480.80,423.075,1688171099999,12893314.28950,6376,237.315,7232101.37420,0
1688171100000,30480.80,30524.70,30468.00,30504.00,760.314,1688171399999,23188863.20630,7515,465.645,14201078.63510,0
1688171400000,30504.10,30524.00,30493.50,30496.90,818.623,1688171699999,24976875.00100,8479,308.069,9399770.61870,0
1688171700000,30496.80,30515.90,30479.00,30512.50,630.567,1688171999999,19229839.18880,7480,335.755,10239157.70890,0
1688172000000,30512.60,30527.20,30502.20,30503.50,703.331,1688172299999,21461626.60080,8319,341.561,10422343.35440,0
1688172300000,30503.60,30503.60,30447.40,30468.60,1069.740,1688172599999,32588536.99750,10178,581.730,17721333.33490,0
1688172600000,30468.50,30480.00,30453.20,30474.60,413.355,1688172899999,12594112.16150,6000,178.559,5440434.58100,0
1688172900000,30474.70,30474.70,30450.00,30459.10,423.424,1688173199999,12897519.42630,6120,208.611,6354184.94040,0
1688173200000,30459.10,30475.70,30439.00,30441.40,1145.536,1688173499999,34889614.26590,8849,481.828,14674332.67770,0
1688173500000,30441.50,30446.00,30395.30,30427.20,1054.413,1688173799999,32075682.47850,11177,375.609,11427283.94860,0
1688173800000,30427.20,30469.40,30427.10,30463.90,474.362,1688174099999,14447200.01350,5547,276.307,8414933.62600,0
1688174100000,30463.90,30463.90,30380.60,30412.80,1302.507,1688174399999,39619608.83850,14283,517.636,15744275.38370,0
1688174400000,30412.80,30429.10,30367.40,30396.70,1309.177,1688174699999,39796432.86190,13667,581.206,17667181.96260,0
1688174700000,30396.80,30425.00,30396.00,30406.00,749.829,1688174999999,22802230.70680,8773,359.559,10934191.38570,0
1688175000000,30406.00,30439.40,30390.80,30433.30,780.912,1688175299999,23754196.01780,8182,465.512,14160273.96130,0
1688175300000,30433.30,30451.50,30430.70,30442.80,428.158,1688175599999,13033441.40370,4584,217.889,6632528.10290,0
1688175600000,30442.80,30457.90,30427.60,30438.10,405.607,1688175899999,12348584.70070,5499,158.157,4815115.07670,0
1688175900000,30438.20,30448.20,30421.30,30440.50,468.309,1688176199999,14253602.18740,6005,189.782,5776130.02690,0
1688176200000,30440.50,30443.70,30423.40,30428.40,242.331,1688176499999,7374688.13490,3810,118.836,3616306.53930,0
1688176500000,30428.50,30436.80,30420.00,30433.40,236.620,1688176799999,7200118.96580,3275,118.145,3594956.84550,0
1688176800000,30433.30,30444.30,30406.30,30409.90,418.883,1688177099999,12744356.44730,6165,174.014,5294628.18190,0
1688177100000,30410.00,30468.50,30380.00,30466.50,1538.219,1688177399999,46776813.02090,10473,741.275,22552060.77450,0
1688177400000,30466.60,30466.60,30441.80,30446.30,297.981,1688177699999,9074088.99380,4698,129.274,3936530.92390,0
1688177700000,30446.40,30464.20,30442.30,30451.50,407.087,1688177999999,12396781.51410,6093,154.397,4701790.58800,0
1688178000000,30451.60,30465.00,30446.70,30464.00,244.968,1688178299999,7460691.15000,4065,129.698,3950092.76490,0
1688178300000,30464.00,30497.00,30464.00,30488.80,916.339,1688178599999,27931661.96990,10220,551.227,16802530.04520,0
1688178600000,30488.80,30522.00,30485.30,30485.30,1133.228,1688178899999,34568004.32430,10462,560.447,17097067.65690,0
1688178900000,30485.30,30485.40,30458.30,30482.60,403.437,1688179199999,12292361.47670,5731,185.080,5639004.94440,0
1688179200000,30482.50,30482.60,30456.30,30458.80,440.304,1688179499999,13413476.68470,5190,131.648,4010512.99290,0
1688179500000,30458.70,30460.00,30411.80,30424.00,654.536,1688179799999,19916858.03460,8095,273.237,8313957.44930,0
1688179800000,30423.90,30424.60,30409.90,30412.10,413.803,1688180099999,12586319.91970,5234,178.658,5434005.36680,0
1688180100000,30412.00,30422.00,30400.00,30408.40,676.561,1688180399999,20573693.15240,7215,418.508,12726901.79950,0
1688180400000,30408.40,30418.60,30405.00,30417.60,361.416,1688180699999,10991706.36830,5496,218.120,6633754.95540,0
1688180700000,30417.60,30435.70,30416.40,30416.50,440.366,1688180999999,13398142.03080,4908,166.226,5057526.88880,0
